weather_id,airport_id,observation_ts,report_type,temperature_c,wind_speed_kt,visibility_m,precipitation_mm,altimeter_hpa
WX-00000508,AP-0011,2026-07-23T18:27:59,ROUTINE,31.3,5.7,9539.0,0.0,1017.5
WX-00000509,AP-0011,2026-07-23T19:27:59,ROUTINE,25.1,4.6,8876.0,0.0,1015.3
WX-00000511,AP-0011,2026-07-23T21:27:59,SPECIAL,26.6,1.9,9137.0,0.0,1020.1
WX-00000510,AP-0011,2026-07-23T20:27:59,ROUTINE,26.8,8.9,10000.0,2.2,1017.6
WX-00000512,AP-0011,2026-07-23T22:27:59,ROUTINE,25.1,22.5,10000.0,0.0,1011.5
WX-00000513,AP-0011,2026-07-23T23:27:59,SPECIAL,26.9,17.9,1846.0,0.0,1017.2
WX-00000514,AP-0011,2026-07-24T00:27:59,ROUTINE,25.7,6.6,10000.0,0.0,1013.3
WX-00000515,AP-0011,2026-07-24T01:27:59,ROUTINE,28.1,1.1,9171.0,,1011.0
WX-00000516,AP-0011,2026-07-24T02:27:59,ROUTINE,23.1,15.8,9596.0,0.0,1016.4
WX-00000517,AP-0011,2026-07-24T03:27:59,ROUTINE,29.6,1.0,9676.0,0.0,1008.3
WX-00000518,AP-0011,2026-07-24T04:27:59,ROUTINE,25.1,4.2,5848.0,0.9,1012.9
WX-00000519,AP-0011,2026-07-24T05:27:59,SPECIAL,22.4,6.0,10000.0,0.0,1027.2
WX-00000520,AP-0011,2026-07-24T06:27:59,ROUTINE,22.8,13.3,9628.0,0.0,1010.3
WX-00000521,AP-0011,2026-07-24T07:27:59,SPECIAL,26.2,1.0,9445.0,0.0,1008.2
WX-00000522,AP-0011,2026-07-24T08:27:59,ROUTINE,24.9,26.8,10000.0,0.0,1010.5
WX-00000523,AP-0011,2026-07-24T09:27:59,ROUTINE,32.1,12.7,414.0,0.0,1007.0
WX-00000524,AP-0011,2026-07-24T10:27:59,ROUTINE,28.3,11.5,9387.0,0.0,1020.2
WX-00000525,AP-0011,2026-07-24T11:27:59,ROUTINE,26.7,6.6,1164.0,0.0,1008.8
WX-00000526,AP-0011,2026-07-24T12:27:59,ROUTINE,26.4,12.4,10000.0,0.0,1010.1
WX-00000527,AP-0011,2026-07-24T13:27:59,ROUTINE,30.3,10.2,8000.0,0.0,1014.1
WX-00000528,AP-0011,2026-07-24T14:27:59,ROUTINE,25.3,2.9,10000.0,0.0,1011.7
WX-00000529,AP-0012,2026-07-22T15:27:59,ROUTINE,33.3,15.5,10000.0,0.0,1013.4
WX-00000530,AP-0012,2026-07-22T16:27:59,SPECIAL,31.9,16.6,9696.0,0.3,1008.4
WX-00000531,AP-0012,2026-07-22T17:27:59,ROUTINE,30.3,15.8,3252.0,0.0,1014.2
WX-00000532,AP-0012,2026-07-22T18:27:59,ROUTINE,35.6,17.1,2763.0,0.0,1025.5
WX-00000533,AP-0012,2026-07-22T19:27:59,ROUTINE,32.3,8.9,9570.0,0.1,1022.5
WX-00000534,AP-0012,2026-07-22T20:27:59,ROUTINE,35.7,19.1,9925.0,0.0,1014.1
WX-00000535,AP-0012,2026-07-22T21:27:59,ROUTINE,37.0,11.2,9780.0,0.0,1014.0
WX-00000536,AP-0012,2026-07-22T22:27:59,ROUTINE,34.8,16.1,10000.0,0.0,1026.2
WX-00000537,AP-0012,2026-07-22T23:27:59,ROUTINE,33.9,4.0,9050.0,0.0,1023.9
WX-00000538,AP-0012,2026-07-23T00:27:59,ROUTINE,33.7,3.7,10000.0,0.4,1001.6
WX-00000539,AP-0012,2026-07-23T01:27:59,ROUTINE,30.4,6.6,10000.0,0.0,1019.0
WX-00000540,AP-0012,2026-07-23T02:27:59,ROUTINE,31.6,22.2,10000.0,1.1,1020.0
WX-00000541,AP-0012,2026-07-23T03:27:59,ROUTINE,35.8,9.0,9770.0,0.0,1009.8
WX-00000542,AP-0012,2026-07-23T04:27:59,ROUTINE,31.3,16.0,2121.0,0.0,1002.6
WX-00000543,AP-0012,2026-07-23T05:27:59,SPECIAL,30.9,14.6,9705.0,0.0,1022.6
WX-00000544,AP-0012,2026-07-23T06:27:59,ROUTINE,33.5,8.0,9757.0,0.0,1009.7
WX-00000545,AP-0012,2026-07-23T07:27:59,ROUTINE,30.7,2.5,9739.0,0.0,1012.8
WX-00000546,AP-0012,2026-07-23T08:27:59,SPECIAL,35.9,10.6,9762.0,0.0,1019.9
WX-00000547,AP-0012,2026-07-23T09:27:59,ROUTINE,31.2,25.5,9324.0,0.0,1009.8
WX-00000548,AP-0012,2026-07-23T10:27:59,ROUTINE,32.5,4.6,10000.0,0.0,1004.3
WX-00000549,AP-0012,2026-07-23T11:27:59,ROUTINE,32.8,6.9,9463.0,4.3,1014.0
WX-00000550,AP-0012,2026-07-23T12:27:59,ROUTINE,34.4,16.9,9798.0,0.2,1022.2
WX-00000551,AP-0012,2026-07-23T13:27:59,ROUTINE,34.2,13.9,2957.0,0.0,1004.7
WX-00000552,AP-0012,2026-07-23T14:27:59,ROUTINE,33.5,9.5,9282.0,0.0,1020.4
WX-00000553,AP-0012,2026-07-23T15:27:59,ROUTINE,36.3,5.2,9588.0,0.0,1008.5
WX-00000554,AP-0012,2026-07-23T16:27:59,ROUTINE,32.5,8.9,9381.0,0.0,1016.2
WX-00000556,AP-0012,2026-07-23T18:27:59,ROUTINE,34.1,9.9,9846.0,0.0,1000.9
WX-00000555,AP-0012,2026-07-23T17:27:59,ROUTINE,32.7,5.2,9654.0,1.5,1026.4
WX-00000557,AP-0012,2026-07-23T19:27:59,ROUTINE,34.1,8.0,9733.0,0.0,1019.1
WX-00000558,AP-0012,2026-07-23T20:27:59,ROUTINE,36.9,6.6,10000.0,0.0,1011.8
WX-00000559,AP-0012,2026-07-23T21:27:59,ROUTINE,35.7,4.6,9633.0,0.0,1018.4
WX-00000560,AP-0012,2026-07-23T22:27:59,ROUTINE,35.4,37.3,9509.0,0.0,1001.2
WX-00000561,AP-0012,2026-07-23T23:27:59,ROUTINE,35.0,11.9,9974.0,0.0,1015.6
WX-00000562,AP-0012,2026-07-24T00:27:59,ROUTINE,32.2,3.0,9574.0,0.0,1007.9
WX-00000563,AP-0012,2026-07-24T01:27:59,ROUTINE,40.5,21.5,10000.0,0.0,1012.7
WX-00000564,AP-0012,2026-07-24T02:27:59,ROUTINE,36.4,0.9,10000.0,0.0,1019.6
WX-00000565,AP-0012,2026-07-24T03:27:59,ROUTINE,37.6,2.6,8903.0,6.8,1000.8
WX-00000566,AP-0012,2026-07-24T04:27:59,ROUTINE,35.6,19.7,380.0,0.0,1003.0
WX-00000567,AP-0012,2026-07-24T05:27:59,ROUTINE,32.7,1.1,10000.0,,1012.2
WX-00000568,AP-0012,2026-07-24T06:27:59,ROUTINE,35.4,14.0,9768.0,0.0,1006.1
WX-00000569,AP-0012,2026-07-24T07:27:59,SPECIAL,36.2,1.0,8912.0,0.0,1014.5
WX-00000570,AP-0012,2026-07-24T08:27:59,SPECIAL,33.6,7.0,9932.0,0.0,1024.0
WX-00000571,AP-0012,2026-07-24T09:27:59,ROUTINE,31.7,12.9,10000.0,0.0,1020.2
WX-00000572,AP-0012,2026-07-24T10:27:59,ROUTINE,31.1,19.7,8747.0,0.0,
WX-00000573,AP-0012,2026-07-24T11:27:59,ROUTINE,33.9,43.6,9692.0,0.0,1009.7
WX-00000574,AP-0012,2026-07-24T12:27:59,ROUTINE,32.1,8.4,9644.0,0.0,1019.5
WX-00000575,AP-0012,2026-07-24T13:27:59,ROUTINE,31.8,4.3,10000.0,0.0,1011.4
WX-00000576,AP-0012,2026-07-24T14:27:59,ROUTINE,33.2,10.6,9962.0,0.0,1012.6
WX-00000577,AP-0013,2026-07-22T15:27:59,ROUTINE,26.4,17.9,9946.0,0.0,998.5
WX-00000578,AP-0013,2026-07-22T16:27:59,ROUTINE,27.1,10.6,10000.0,0.0,1028.9
WX-00000579,AP-0013,2026-07-22T17:27:59,ROUTINE,26.7,7.4,9827.0,0.0,1004.0
WX-00000580,AP-0013,2026-07-22T18:27:59,ROUTINE,26.5,5.2,680.0,0.0,1010.8
WX-00000581,AP-0013,2026-07-22T19:27:59,ROUTINE,28.8,17.7,10000.0,0.5,1015.3
WX-00000582,AP-0013,2026-07-22T20:27:59,ROUTINE,25.6,8.2,9504.0,0.0,1015.3
WX-00000583,AP-0013,2026-07-22T21:27:59,SPECIAL,26.4,5.2,1353.0,0.0,1020.0
WX-00000584,AP-0013,2026-07-22T22:27:59,ROUTINE,23.0,23.3,10000.0,0.0,1017.7
WX-00000585,AP-0013,2026-07-22T23:27:59,SPECIAL,25.4,5.3,10000.0,0.1,1002.2
WX-00000586,AP-0013,2026-07-23T00:27:59,ROUTINE,26.9,11.4,9196.0,0.0,1001.6
WX-00000587,AP-0013,2026-07-23T01:27:59,ROUTINE,24.0,6.1,10000.0,1.2,1012.7
WX-00000588,AP-0013,2026-07-23T02:27:59,ROUTINE,26.2,21.0,10000.0,0.0,1010.2
WX-00000589,AP-0013,2026-07-23T03:27:59,ROUTINE,22.6,28.4,,3.5,1011.5
WX-00000590,AP-0013,2026-07-23T04:27:59,ROUTINE,29.6,13.7,10000.0,5.0,1023.1
WX-00000591,AP-0013,2026-07-23T05:27:59,SPECIAL,27.3,,9961.0,0.0,1016.2
WX-00000592,AP-0013,2026-07-23T06:27:59,SPECIAL,25.2,16.6,10000.0,0.0,1020.1
WX-00000593,AP-0013,2026-07-23T07:27:59,ROUTINE,22.4,16.8,9448.0,0.0,997.6
WX-00000594,AP-0013,2026-07-23T08:27:59,ROUTINE,24.2,29.5,9835.0,0.1,1016.1
WX-00000595,AP-0013,2026-07-23T09:27:59,ROUTINE,24.5,17.8,9000.0,0.0,1017.0
WX-00000596,AP-0013,2026-07-23T10:27:59,ROUTINE,21.8,9.7,10000.0,0.0,998.0
WX-00000597,AP-0013,2026-07-23T11:27:59,ROUTINE,24.4,6.0,10000.0,0.0,1027.8
WX-00000598,AP-0013,2026-07-23T12:27:59,ROUTINE,22.4,22.1,9686.0,0.0,1020.0
WX-00000599,AP-0013,2026-07-23T13:27:59,ROUTINE,23.0,17.3,10000.0,0.0,1011.3
WX-00000600,AP-0013,2026-07-23T14:27:59,ROUTINE,24.6,15.0,10000.0,0.0,1007.6
WX-00000601,AP-0013,2026-07-23T15:27:59,ROUTINE,23.4,14.3,1852.0,0.0,1014.8
WX-00000602,AP-0013,2026-07-23T16:27:59,ROUTINE,25.2,12.7,1204.0,0.0,1013.9
WX-00000603,AP-0013,2026-07-23T17:27:59,ROUTINE,24.4,13.5,9832.0,0.0,1022.8
WX-00000604,AP-0013,2026-07-23T18:27:59,ROUTINE,23.3,16.4,9912.0,0.0,1009.6
WX-00000605,AP-0013,2026-07-23T19:27:59,ROUTINE,22.8,3.7,9928.0,0.0,1014.7
WX-00000606,AP-0013,2026-07-23T20:27:59,ROUTINE,23.5,6.0,9978.0,0.0,1013.0
WX-00000607,AP-0013,2026-07-23T21:27:59,ROUTINE,25.0,3.7,9501.0,0.0,1015.6
WX-00000608,AP-0013,2026-07-23T22:27:59,ROUTINE,25.3,16.5,10000.0,0.0,1014.7
WX-00000609,AP-0013,2026-07-23T23:27:59,ROUTINE,24.7,9.2,2208.0,0.6,997.8
WX-00000610,AP-0013,2026-07-24T00:27:59,ROUTINE,24.9,26.3,9884.0,0.0,1008.0
WX-00000611,AP-0013,2026-07-24T01:27:59,ROUTINE,27.2,8.7,9725.0,0.0,1008.8
WX-00000612,AP-0013,2026-07-24T02:27:59,SPECIAL,25.7,12.3,9013.0,6.5,1015.2
WX-00000613,AP-0013,2026-07-24T03:27:59,ROUTINE,24.7,5.3,9394.0,0.0,1018.1
WX-00000614,AP-0013,2026-07-24T04:27:59,ROUTINE,24.6,3.9,10000.0,0.0,1031.2
WX-00000615,AP-0013,2026-07-24T05:27:59,ROUTINE,28.8,15.3,10000.0,0.0,1021.6
WX-00000616,AP-0013,2026-07-24T06:27:59,ROUTINE,21.8,10.9,10000.0,0.0,1014.8
WX-00000617,AP-0013,2026-07-24T07:27:59,ROUTINE,26.2,8.3,9961.0,0.0,1008.9
WX-00000618,AP-0013,2026-07-24T08:27:59,ROUTINE,24.9,14.0,9846.0,0.0,1015.1
WX-00000619,AP-0013,2026-07-24T09:27:59,ROUTINE,23.4,,9720.0,0.0,1009.1
WX-00000620,AP-0013,2026-07-24T10:27:59,ROUTINE,28.0,1.7,10000.0,0.0,1009.6
WX-00000621,AP-0013,2026-07-24T11:27:59,SPECIAL,27.3,3.2,9736.0,0.0,1007.9
WX-00000622,AP-0013,2026-07-24T12:27:59,ROUTINE,25.8,11.6,10000.0,0.0,1021.2
WX-00000623,AP-0013,2026-07-24T13:27:59,ROUTINE,24.4,30.7,9788.0,0.0,1015.7
WX-00000624,AP-0013,2026-07-24T14:27:59,ROUTINE,24.6,24.9,9771.0,0.0,1011.8
WX-00000625,AP-0014,2026-07-22T15:27:59,ROUTINE,25.9,13.9,9642.0,0.0,1021.4
WX-00000626,AP-0014,2026-07-22T16:27:59,ROUTINE,25.5,,9931.0,0.0,1009.3
WX-00000627,AP-0014,2026-07-22T17:27:59,ROUTINE,22.2,10.5,9065.0,0.0,1016.5
WX-00000628,AP-0014,2026-07-22T18:27:59,ROUTINE,27.0,4.1,9807.0,0.0,1022.7
WX-00000629,AP-0014,2026-07-22T19:27:59,ROUTINE,27.5,17.0,9492.0,0.0,1007.5
WX-00000630,AP-0014,2026-07-22T20:27:59,ROUTINE,27.8,0.8,9934.0,0.0,1004.4
WX-00000631,AP-0014,2026-07-22T21:27:59,ROUTINE,25.6,15.4,10000.0,0.0,1015.1
WX-00000632,AP-0014,2026-07-22T22:27:59,SPECIAL,23.8,10.7,8437.0,0.0,1007.7
WX-00000633,AP-0014,2026-07-22T23:27:59,ROUTINE,27.7,27.3,10000.0,0.0,1004.3
WX-00000634,AP-0014,2026-07-23T00:27:59,ROUTINE,24.6,4.9,9666.0,0.2,1021.9
WX-00000635,AP-0014,2026-07-23T01:27:59,ROUTINE,29.7,3.8,10000.0,0.0,1016.4
WX-00000636,AP-0014,2026-07-23T02:27:59,ROUTINE,26.2,1.9,9774.0,0.0,1018.9
WX-00000637,AP-0014,2026-07-23T03:27:59,ROUTINE,27.9,12.8,9280.0,0.0,1021.0
WX-00000638,AP-0014,2026-07-23T04:27:59,ROUTINE,27.7,8.9,9461.0,0.0,1009.4
WX-00000639,AP-0014,2026-07-23T05:27:59,ROUTINE,24.9,11.9,10000.0,0.0,1011.3
WX-00000640,AP-0014,2026-07-23T06:27:59,ROUTINE,24.5,9.8,8943.0,0.0,1018.3
WX-00000641,AP-0014,2026-07-23T07:27:59,ROUTINE,30.1,7.4,10000.0,0.0,1006.8
WX-00000642,AP-0014,2026-07-23T08:27:59,ROUTINE,24.3,,2928.0,0.0,1007.8
WX-00000643,AP-0014,2026-07-23T09:27:59,ROUTINE,25.3,15.0,10000.0,0.0,1020.3
WX-00000644,AP-0014,2026-07-23T10:27:59,ROUTINE,26.5,0.6,10000.0,0.0,1010.6
WX-00000645,AP-0014,2026-07-23T11:27:59,ROUTINE,27.7,18.3,9839.0,0.0,1017.3
WX-00000646,AP-0014,2026-07-23T12:27:59,ROUTINE,28.0,7.7,9861.0,0.0,1005.5
WX-00000647,AP-0014,2026-07-23T13:27:59,ROUTINE,23.7,3.4,9885.0,0.0,1018.1
WX-00000648,AP-0014,2026-07-23T14:27:59,ROUTINE,25.6,9.5,4115.0,0.7,1009.8
WX-00000649,AP-0014,2026-07-23T15:27:59,ROUTINE,24.4,9.0,10000.0,0.0,1011.1
WX-00000650,AP-0014,2026-07-23T16:27:59,ROUTINE,25.3,13.9,10000.0,0.0,1013.5
WX-00000651,AP-0014,2026-07-23T17:27:59,ROUTINE,27.0,25.8,9105.0,0.0,1016.1
WX-00000652,AP-0014,2026-07-23T18:27:59,ROUTINE,23.3,17.7,9987.0,0.0,1023.7
WX-00000653,AP-0014,2026-07-23T19:27:59,ROUTINE,23.0,9.5,10000.0,0.0,1023.4
WX-00000654,AP-0014,2026-07-23T20:27:59,ROUTINE,27.6,10.9,9317.0,0.0,1009.9
WX-00000655,AP-0014,2026-07-23T21:27:59,ROUTINE,24.1,4.5,9020.0,0.0,1003.9
WX-00000656,AP-0014,2026-07-23T22:27:59,ROUTINE,24.3,2.6,9808.0,0.0,1023.0
WX-00000657,AP-0014,2026-07-23T23:27:59,ROUTINE,26.3,25.1,10000.0,0.0,1002.5
WX-00000658,AP-0014,2026-07-24T00:27:59,ROUTINE,27.3,6.4,2343.0,0.0,1012.6
WX-00000659,AP-0014,2026-07-24T01:27:59,ROUTINE,25.7,23.1,9466.0,3.1,1004.0
WX-00000660,AP-0014,2026-07-24T02:27:59,ROUTINE,26.6,14.0,9954.0,4.0,1011.1
WX-00000661,AP-0014,2026-07-24T03:27:59,SPECIAL,23.4,9.6,9711.0,2.5,1012.1
WX-00000662,AP-0014,2026-07-24T04:27:59,ROUTINE,24.9,7.4,9056.0,0.0,1001.0
WX-00000663,AP-0014,2026-07-24T05:27:59,ROUTINE,26.2,5.7,10000.0,0.0,1017.1
WX-00000664,AP-0014,2026-07-24T06:27:59,ROUTINE,23.0,8.6,9067.0,0.0,1008.6
WX-00000665,AP-0014,2026-07-24T07:27:59,ROUTINE,26.6,2.0,9646.0,1.2,1013.2
WX-00000666,AP-0014,2026-07-24T08:27:59,SPECIAL,25.5,19.9,10000.0,0.0,1016.2
WX-00000667,AP-0014,2026-07-24T09:27:59,ROUTINE,26.0,3.4,9243.0,0.0,1023.3
WX-00000668,AP-0014,2026-07-24T10:28:59,ROUTINE,24.1,5.5,10000.0,0.0,1018.9
WX-00000669,AP-0014,2026-07-24T11:27:59,ROUTINE,25.8,1.9,9853.0,0.0,1007.5
WX-00000670,AP-0014,2026-07-24T12:27:59,ROUTINE,25.5,12.7,9972.0,0.0,1006.2
WX-00000671,AP-0014,2026-07-24T13:27:59,ROUTINE,20.9,6.1,9380.0,0.0,1013.1
WX-00000672,AP-0014,2026-07-24T14:27:59,ROUTINE,28.0,7.0,10000.0,0.0,1018.1
WX-00000673,AP-0015,2026-07-22T15:27:59,SPECIAL,24.7,7.1,10000.0,0.0,1012.2
WX-00000674,AP-0015,2026-07-22T16:27:59,ROUTINE,23.9,7.2,9862.0,0.0,1021.5
WX-00000675,AP-0015,2026-07-22T17:27:59,ROUTINE,23.7,13.5,10000.0,0.0,1025.9
WX-00000676,AP-0015,2026-07-22T18:27:59,SPECIAL,24.1,18.8,9818.0,0.0,1007.4
WX-00000677,AP-0015,2026-07-22T19:27:59,ROUTINE,25.8,27.3,2059.0,0.0,1012.0
WX-00000678,AP-0015,2026-07-22T20:27:59,ROUTINE,26.9,11.4,10000.0,0.0,1019.4
WX-00000679,AP-0015,2026-07-22T21:27:59,ROUTINE,25.1,16.1,9609.0,0.0,1006.0
WX-00000680,AP-0015,2026-07-22T22:27:59,ROUTINE,25.6,5.3,1284.0,0.0,1023.2
WX-00000681,AP-0015,2026-07-22T23:27:59,ROUTINE,26.7,5.3,9580.0,0.0,1022.6
WX-00000682,AP-0015,2026-07-23T00:27:59,ROUTINE,27.3,13.8,9945.0,0.0,1014.5
WX-00000683,AP-0015,2026-07-23T01:27:59,ROUTINE,26.4,21.9,9602.0,0.0,1010.7
WX-00000684,AP-0015,2026-07-23T02:27:59,ROUTINE,22.4,12.5,10000.0,3.6,1003.3
WX-00000685,AP-0015,2026-07-23T03:27:59,ROUTINE,22.3,14.2,9538.0,0.0,1020.9
WX-00000686,AP-0015,2026-07-23T04:27:59,ROUTINE,26.4,12.6,10000.0,1.9,1015.8
WX-00000687,AP-0015,2026-07-23T05:27:59,ROUTINE,26.2,13.6,5526.0,6.2,1017.3
WX-00000688,AP-0015,2026-07-23T06:27:59,ROUTINE,24.8,11.2,8000.0,0.0,1014.4
WX-00000689,AP-0015,2026-07-23T07:27:59,ROUTINE,26.6,11.8,10000.0,0.0,1014.5
WX-00000690,AP-0015,2026-07-23T08:27:59,ROUTINE,26.3,8.1,9034.0,0.0,1002.7
WX-00000691,AP-0015,2026-07-23T09:27:59,ROUTINE,26.8,4.4,10000.0,0.0,1005.1
WX-00000692,AP-0015,2026-07-23T10:27:59,ROUTINE,26.3,13.1,9809.0,0.0,1009.9
WX-00000693,AP-0015,2026-07-23T11:27:59,ROUTINE,24.1,18.5,,0.0,1019.5
WX-00000694,AP-0015,2026-07-23T12:27:59,ROUTINE,26.9,8.3,9785.0,1.6,1003.9
WX-00000695,AP-0015,2026-07-23T13:27:59,ROUTINE,24.2,2.4,10000.0,0.0,1012.6
WX-00000696,AP-0015,2026-07-23T14:27:59,ROUTINE,28.7,23.3,9353.0,0.0,1011.1
WX-00000698,AP-0015,2026-07-23T16:27:59,ROUTINE,30.7,5.1,9724.0,0.0,1005.6
WX-00000697,AP-0015,2026-07-23T15:27:59,ROUTINE,25.8,1.2,728.0,0.0,1014.2
WX-00000699,AP-0015,2026-07-23T17:27:59,ROUTINE,27.0,22.3,9508.0,0.0,1004.8
WX-00000700,AP-0015,2026-07-23T18:27:59,ROUTINE,27.9,8.8,10000.0,0.0,1020.6
WX-00000701,AP-0015,2026-07-23T19:27:59,ROUTINE,28.9,8.1,9338.0,0.0,1014.4
WX-00000702,AP-0015,2026-07-23T20:27:59,ROUTINE,24.0,9.9,10000.0,0.0,1002.2
WX-00000703,AP-0015,2026-07-23T21:27:59,ROUTINE,27.0,5.6,1787.0,0.0,1008.7
WX-00000704,AP-0015,2026-07-23T22:27:59,ROUTINE,23.9,14.5,9583.0,0.0,1000.4
WX-00000705,AP-0015,2026-07-23T23:27:59,ROUTINE,28.3,15.6,9108.0,2.6,1014.0
WX-00000706,AP-0015,2026-07-24T00:27:59,ROUTINE,24.3,9.3,3680.0,0.0,1003.2
WX-00000707,AP-0015,2026-07-24T01:27:59,ROUTINE,23.6,16.6,9616.0,0.0,1007.7
WX-00000708,AP-0015,2026-07-24T02:27:59,ROUTINE,24.4,8.4,10000.0,0.0,1013.4
WX-00000709,AP-0015,2026-07-24T03:27:59,ROUTINE,24.6,4.7,10000.0,0.0,1020.6
WX-00000710,AP-0015,2026-07-24T04:27:59,ROUTINE,27.6,45.6,10000.0,0.0,1015.3
WX-00000711,AP-0015,2026-07-24T05:27:59,SPECIAL,26.2,5.6,8945.0,0.0,1016.6
WX-00000712,AP-0015,2026-07-24T06:27:59,ROUTINE,27.2,9.7,10000.0,0.0,1025.0
WX-00000713,AP-0015,2026-07-24T07:27:59,ROUTINE,24.9,1.4,9537.0,0.0,1017.2
WX-00000714,AP-0015,2026-07-24T08:27:59,ROUTINE,26.0,4.9,9848.0,0.0,1018.5
WX-00000715,AP-0015,2026-07-24T09:27:59,ROUTINE,25.4,,9798.0,0.0,1027.1
WX-00000716,AP-0015,2026-07-24T10:27:59,ROUTINE,26.4,12.4,9630.0,0.0,1021.9
WX-00000717,AP-0015,2026-07-24T11:27:59,SPECIAL,,6.8,9695.0,0.0,1009.4
WX-00000718,AP-0015,2026-07-24T12:27:59,ROUTINE,28.3,31.5,9863.0,0.0,1003.5
WX-00000719,AP-0015,2026-07-24T13:27:59,ROUTINE,26.4,12.1,9432.0,0.0,1015.0
WX-00000720,AP-0015,2026-07-24T14:27:59,ROUTINE,25.1,12.8,10000.0,0.0,1017.6
WX-00000219-DUP0,AP-0005,2026-07-23T17:27:59,ROUTINE,26.1,13.6,9823.0,0.0,1013.7
