sensor_reading_id,flight_segment_id,engine_id,aircraft_id,ts,flight_phase,parameter_code,value,unit
SR-000000000434,FS-000000002,,AC-00001,2026-07-24T03:31:30,LANDING,BRAKE_TEMPERATURE,1059.6487567200863,C
SR-000000000435,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,EGT,346.2121164082637,C
SR-000000000436,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,N1,17.568860279887186,pct
SR-000000000437,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,N2,49.233984354758434,pct
SR-000000000438,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,FUEL_FLOW,,kg_h
SR-000000000439,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,OIL_TEMP,56.152153925761866,C
SR-000000000440,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,OIL_PRESSURE,17.13206812362355,psi
SR-000000000441,FS-000000002,EN-000001,AC-00001,2026-07-24T03:34:00,TAXI,VIBRATION,1.4308660452132596,units_0_5
SR-000000000442,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,EGT,382.1441605756966,C
SR-000000000443,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,N1,30.568522200925557,pct
SR-000000000444,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,N2,56.464064969795174,pct
SR-000000000445,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,FUEL_FLOW,280.4735003624926,kg_h
SR-000000000446,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,OIL_TEMP,61.1068292771041,C
SR-000000000447,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,OIL_PRESSURE,,psi
SR-000000000448,FS-000000002,EN-000002,AC-00001,2026-07-24T03:34:00,TAXI,VIBRATION,1.2038016503088018,units_0_5
SR-000000000449,FS-000000002,,AC-00001,2026-07-24T03:34:00,TAXI,APU_EGT,469.39908944673783,C
SR-000000000450,FS-000000002,,AC-00001,2026-07-24T03:34:00,TAXI,CABIN_ALTITUDE,6329.150650098007,ft
SR-000000000451,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,EGT,338.966966192357,C
SR-000000000452,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,N1,24.115267030985287,pct
SR-000000000453,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,N2,52.50266376479877,pct
SR-000000000454,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,FUEL_FLOW,215.32264346012056,kg_h
SR-000000000455,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,OIL_TEMP,,C
SR-000000000456,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,OIL_PRESSURE,15.655851413759283,psi
SR-000000000457,FS-000000003,EN-000001,AC-00001,2026-07-24T05:50:15,TAXI,VIBRATION,,units_0_5
SR-000000000458,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,EGT,372.26914681154807,C
SR-000000000459,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,N1,22.474087385896492,pct
SR-000000000460,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,N2,57.22292842011719,pct
SR-000000000461,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,FUEL_FLOW,414.71123569555937,kg_h
SR-000000000462,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,OIL_TEMP,55.03591995477058,C
SR-000000000463,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,OIL_PRESSURE,21.5033280270214,psi
SR-000000000464,FS-000000003,EN-000002,AC-00001,2026-07-24T05:50:15,TAXI,VIBRATION,1.327827144523524,units_0_5
SR-000000000465,FS-000000003,,AC-00001,2026-07-24T05:50:15,TAXI,APU_EGT,469.6894484112945,C
SR-000000000466,FS-000000003,,AC-00001,2026-07-24T05:50:15,TAXI,CABIN_ALTITUDE,-57.33699708797755,ft
SR-000000000467,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,EGT,890.9410028524691,C
SR-000000000468,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,N1,91.6440569383037,pct
SR-000000000469,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,N2,98.95849727907273,pct
SR-000000000470,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,FUEL_FLOW,3214.885575131635,kg_h
SR-000000000471,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,OIL_TEMP,104.89307173343845,C
SR-000000000472,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,OIL_PRESSURE,54.401989734373444,psi
SR-000000000473,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,VIBRATION,1.5108683846324815,units_0_5
SR-000000000474,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,EGT,871.3017364009803,C
SR-000000000475,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,N1,99.54498154799771,pct
SR-000000000476,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,N2,97.73527081601812,pct
SR-000000000477,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,FUEL_FLOW,3142.9673509093145,kg_h
SR-000000000478,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,OIL_TEMP,118.72899547199677,C
SR-000000000479,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,OIL_PRESSURE,53.190279407459194,psi
SR-000000000480,FS-000000003,EN-000002,AC-00001,2026-07-24T05:53:15,TAKEOFF,VIBRATION,1.4277222308717064,units_0_5
SR-000000000481,FS-000000003,EN-000001,AC-00001,2026-07-24T05:53:15,TAKEOFF,APU_EGT,65.80388903662788,C
SR-000000000482,FS-000000003,,AC-00001,2026-07-24T05:53:15,TAKEOFF,CABIN_ALTITUDE,181.0723655049918,ft
SR-000000000483,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,EGT,786.4142815192645,C
SR-000000000484,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,N1,87.89474220365778,pct
SR-000000000485,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,N2,97.26261877804562,pct
SR-000000000486,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,FUEL_FLOW,2697.2919908093913,kg_h
SR-000000000487,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,OIL_TEMP,111.6890733473843,C
SR-000000000488,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,OIL_PRESSURE,56.836935294008896,psi
SR-000000000489,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,VIBRATION,1.2910616808509232,units_0_5
SR-000000000490,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,EGT,877.0602042178832,C
SR-000000000491,FS-000000003,EN-000001,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,N1,91.92133626292275,pct
SR-000000000492,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,N2,98.90840258199532,pct
SR-000000000493,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,FUEL_FLOW,2530.0764473370696,kg_h
SR-000000000494,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,OIL_TEMP,116.89597892575196,C
SR-000000000495,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,OIL_PRESSURE,46.50245312425227,psi
SR-000000000496,FS-000000003,EN-000002,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,VIBRATION,1.3812605383387997,units_0_5
SR-000000000497,FS-000000003,,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,APU_EGT,56.742877781650996,C
SR-000000000498,FS-000000003,,AC-00001,2026-07-24T05:55:15,INITIAL_CLIMB,CABIN_ALTITUDE,2225.5054683287944,ft
SR-000000000499,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,EGT,757.3505024771574,C
SR-000000000500,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,N1,77.53706773901304,pct
SR-000000000501,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,N2,88.77325672457415,pct
SR-000000000502,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,FUEL_FLOW,2005.1365883426797,kg_h
SR-000000000503,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,OIL_TEMP,111.42512798366629,C
SR-000000000504,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,OIL_PRESSURE,55.37876993089988,psi
SR-000000000505,FS-000000003,EN-000001,AC-00001,2026-07-24T06:16:57,CLIMB,VIBRATION,1.326535508048061,units_0_5
SR-000000000506,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,EGT,755.0616207307321,C
SR-000000000507,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,N1,83.3581643086775,pct
SR-000000000508,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,N2,94.12685966905552,pct
SR-000000000509,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,FUEL_FLOW,2009.9947892167504,kg_h
SR-000000000510,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,OIL_TEMP,116.41280814210897,C
SR-000000000511,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,OIL_PRESSURE,53.672510374555834,psi
SR-000000000512,FS-000000003,EN-000002,AC-00001,2026-07-24T06:16:57,CLIMB,VIBRATION,1.3471627328687308,units_0_5
SR-000000000513,FS-000000003,,AC-00001,2026-07-24T06:16:57,CLIMB,APU_EGT,,C
SR-000000000514,FS-000000003,,AC-00001,2026-07-24T06:16:57,CLIMB,CABIN_ALTITUDE,5571.782408191104,ft
SR-000000000515,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,EGT,663.7332712527576,C
SR-000000000516,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,N1,69.36057720274444,pct
SR-000000000517,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,N2,84.55368954333271,pct
SR-000000000518,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,FUEL_FLOW,1262.0714526172767,kg_h
SR-000000000519,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,OIL_TEMP,106.75800051185149,C
SR-000000000520,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,OIL_PRESSURE,54.9588662004281,psi
SR-000000000521,FS-000000003,EN-000001,AC-00001,2026-07-24T06:42:13,CRUISE,VIBRATION,1.3352938551252618,units_0_5
SR-000000000522,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,EGT,626.7198298667346,C
SR-000000000523,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,N1,83.70920843369588,pct
SR-000000000524,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,N2,81.61557902516486,pct
SR-000000000525,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,FUEL_FLOW,1326.6038548191225,kg_h
SR-000000000526,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,OIL_TEMP,104.77992075366043,C
SR-000000000527,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,OIL_PRESSURE,60.72925015468076,psi
SR-000000000528,FS-000000003,EN-000002,AC-00001,2026-07-24T06:42:13,CRUISE,VIBRATION,1.485654320374744,units_0_5
SR-000000000529,FS-000000003,,AC-00001,2026-07-24T06:42:13,CRUISE,APU_EGT,17.058984158738653,C
SR-000000000530,FS-000000003,,AC-00001,2026-07-24T06:42:13,CRUISE,CABIN_ALTITUDE,6869.786261550504,ft
SR-000000000531,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,EGT,700.527522034445,C
SR-000000000532,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,N1,81.78370190391753,pct
SR-000000000533,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,N2,77.1556217694765,pct
SR-000000000534,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,FUEL_FLOW,1422.9224854585266,kg_h
SR-000000000535,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,OIL_TEMP,109.84925017301774,C
SR-000000000536,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,OIL_PRESSURE,50.74975909356301,psi
SR-000000000537,FS-000000003,EN-000001,AC-00001,2026-07-24T06:52:19,CRUISE,VIBRATION,1.2293837700670494,units_0_5
SR-000000000538,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,EGT,689.4737032056651,C
SR-000000000539,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,N1,79.4949657556517,pct
SR-000000000540,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,N2,86.5329969146811,pct
SR-000000000541,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,FUEL_FLOW,1279.9362718947862,kg_h
SR-000000000542,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,OIL_TEMP,110.5370908171547,C
SR-000000000543,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,OIL_PRESSURE,59.1824304911518,psi
SR-000000000544,FS-000000003,EN-000002,AC-00001,2026-07-24T06:52:19,CRUISE,VIBRATION,1.3664787920100818,units_0_5
SR-000000000545,FS-000000003,,AC-00001,2026-07-24T06:52:19,CRUISE,APU_EGT,99.37032309236007,C
SR-000000000546,FS-000000003,,AC-00001,2026-07-24T06:52:19,CRUISE,CABIN_ALTITUDE,6961.621141204426,ft
SR-000000000547,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,EGT,667.3419261332092,C
SR-000000000548,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,N1,79.14157263910927,pct
SR-000000000549,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,N2,81.8619824014821,pct
SR-000000000550,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,FUEL_FLOW,1212.971543929717,kg_h
SR-000000000551,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,OIL_TEMP,109.94800327114909,C
SR-000000000552,FS-000000003,EN-000001,AC-00001,2026-07-24T07:02:25,CRUISE,OIL_PRESSURE,48.22723505519196,psi
SR-000000000553,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,VIBRATION,1.427990685887691,units_0_5
SR-000000000554,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,EGT,610.7515407862471,C
SR-000000000555,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,N1,75.54185996332255,pct
SR-000000000556,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,N2,81.42310736863003,pct
SR-000000000557,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,FUEL_FLOW,1371.6660811937536,kg_h
SR-000000000558,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,OIL_TEMP,105.33294446441246,C
SR-000000000559,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,OIL_PRESSURE,54.833431736700945,psi
SR-000000000561,FS-000000003,,AC-00001,2026-07-24T07:02:25,CRUISE,APU_EGT,93.00237178959328,C
SR-000000000560,FS-000000003,EN-000002,AC-00001,2026-07-24T07:02:25,CRUISE,VIBRATION,1.326021647771489,units_0_5
SR-000000000562,FS-000000003,,AC-00001,2026-07-24T07:02:25,CRUISE,CABIN_ALTITUDE,6385.3511944667,ft
SR-000000000563,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,EGT,682.1101232508056,C
SR-000000000564,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,N1,78.0248063391515,pct
SR-000000000565,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,N2,79.26638543632285,pct
SR-000000000566,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,FUEL_FLOW,1271.169664198527,kg_h
SR-000000000567,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,OIL_TEMP,106.41069764976507,C
SR-000000000568,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,OIL_PRESSURE,52.485056857670315,psi
SR-000000000569,FS-000000003,EN-000001,AC-00001,2026-07-24T07:12:31,CRUISE,VIBRATION,1.5120584818846696,units_0_5
SR-000000000570,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,EGT,667.0135990080341,C
SR-000000000571,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,N1,77.94139001927469,pct
SR-000000000572,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,N2,84.94307736270927,pct
SR-000000000573,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,FUEL_FLOW,1352.2013849001323,kg_h
SR-000000000574,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,OIL_TEMP,101.87635765989064,C
SR-000000000575,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,OIL_PRESSURE,48.80140688566666,psi
SR-000000000576,FS-000000003,EN-000002,AC-00001,2026-07-24T07:12:31,CRUISE,VIBRATION,1.4266336098818435,units_0_5
SR-000000000577,FS-000000003,,AC-00001,2026-07-24T07:12:31,CRUISE,APU_EGT,70.65247654030746,C
SR-000000000578,FS-000000003,,AC-00001,2026-07-24T07:12:31,CRUISE,CABIN_ALTITUDE,7285.060079131118,ft
SR-000000000579,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,EGT,605.2986225977795,C
SR-000000000580,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,N1,79.84799984424704,pct
SR-000000000581,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,N2,91.51577804462471,pct
SR-000000000582,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,FUEL_FLOW,1232.7655261961852,kg_h
SR-000000000583,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,OIL_TEMP,106.11894560783072,C
SR-000000000584,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,OIL_PRESSURE,55.874108802485736,psi
SR-000000000585,FS-000000003,EN-000001,AC-00001,2026-07-24T07:22:37,CRUISE,VIBRATION,1.4596802196493048,units_0_5
SR-000000000586,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,EGT,677.6825437902403,C
SR-000000000587,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,N1,78.03033864641365,pct
SR-000000000588,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,N2,86.86340698486607,pct
SR-000000000589,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,FUEL_FLOW,1281.4604320527349,kg_h
SR-000000000590,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,OIL_TEMP,106.2539558624462,C
SR-000000000591,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,OIL_PRESSURE,56.08175063692827,psi
SR-000000000592,FS-000000003,EN-000002,AC-00001,2026-07-24T07:22:37,CRUISE,VIBRATION,1.3702492214681852,units_0_5
SR-000000000593,FS-000000003,,AC-00001,2026-07-24T07:22:37,CRUISE,APU_EGT,73.78781362557322,C
SR-000000000594,FS-000000003,,AC-00001,2026-07-24T07:22:37,CRUISE,CABIN_ALTITUDE,6133.019472652066,ft
SR-000000000595,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,EGT,643.2215682111266,C
SR-000000000596,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,N1,77.51609692040728,pct
SR-000000000597,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,N2,87.98609353374971,pct
SR-000000000598,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,FUEL_FLOW,1375.5870449844238,kg_h
SR-000000000599,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,OIL_TEMP,111.01856871156433,C
SR-000000000600,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,OIL_PRESSURE,48.938509837190196,psi
SR-000000000601,FS-000000003,EN-000001,AC-00001,2026-07-24T07:32:43,CRUISE,VIBRATION,1.3635955175275272,units_0_5
SR-000000000602,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,EGT,686.2996328794715,C
SR-000000000603,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,N1,83.18459075574368,pct
SR-000000000604,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,N2,87.36817327411491,pct
SR-000000000605,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,FUEL_FLOW,1296.3933962987649,kg_h
SR-000000000606,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,OIL_TEMP,106.88736973567845,C
SR-000000000607,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,OIL_PRESSURE,55.623159465527095,psi
SR-000000000608,FS-000000003,EN-000002,AC-00001,2026-07-24T07:32:43,CRUISE,VIBRATION,1.3446325704537803,units_0_5
SR-000000000609,FS-000000003,,AC-00001,2026-07-24T07:32:43,CRUISE,APU_EGT,88.78062672336215,C
SR-000000000610,FS-000000003,,AC-00001,2026-07-24T07:32:43,CRUISE,CABIN_ALTITUDE,6268.506120788242,ft
SR-000000000611,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,EGT,462.4230752150045,C
SR-000000000612,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,N1,48.69490798567969,pct
SR-000000000613,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,N2,61.31182666840249,pct
SR-000000000614,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,FUEL_FLOW,620.2285892939533,kg_h
SR-000000000615,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,OIL_TEMP,190.70534312795218,C
SR-000000000616,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,OIL_PRESSURE,53.24255259061351,psi
SR-000000000617,FS-000000003,EN-000001,AC-00001,2026-07-24T07:54:37,DESCENT,VIBRATION,1.384322718659061,units_0_5
SR-000000000618,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,EGT,470.0726820559384,C
SR-000000000619,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,N1,50.74894001009993,pct
SR-000000000620,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,N2,61.80297458173842,pct
SR-000000000621,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,FUEL_FLOW,,kg_h
SR-000000000622,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,OIL_TEMP,88.14721047060186,C
SR-000000000623,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,OIL_PRESSURE,50.89073710379181,psi
SR-000000000624,FS-000000003,EN-000002,AC-00001,2026-07-24T07:54:37,DESCENT,VIBRATION,1.3576661636481393,units_0_5
SR-000000000625,FS-000000003,,AC-00001,2026-07-24T07:54:37,DESCENT,APU_EGT,75.87334104973777,C
SR-000000000626,FS-000000003,,AC-00001,2026-07-24T07:54:37,DESCENT,CABIN_ALTITUDE,5660.318357033112,ft
SR-000000000627,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,EGT,444.1403635575439,C
SR-000000000628,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,N1,50.6849159191339,pct
SR-000000000629,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,N2,70.3425464824542,pct
SR-000000000630,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,FUEL_FLOW,737.9551296746918,kg_h
SR-000000000631,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,OIL_TEMP,87.73270655023826,C
SR-000000000632,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,OIL_PRESSURE,54.19807801405771,psi
SR-000000000633,FS-000000003,EN-000001,AC-00001,2026-07-24T08:14:27,APPROACH,VIBRATION,1.374257438867187,units_0_5
SR-000000000634,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,EGT,507.5336485636218,C
SR-000000000635,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,N1,51.64162457100676,pct
SR-000000000636,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,N2,71.76560620234703,pct
SR-000000000638,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,OIL_TEMP,88.34037042328488,C
SR-000000000637,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,FUEL_FLOW,575.8392502063328,kg_h
SR-000000000639,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,OIL_PRESSURE,52.419724335777396,psi
SR-000000000640,FS-000000003,EN-000002,AC-00001,2026-07-24T08:14:27,APPROACH,VIBRATION,1.3573662908962627,units_0_5
SR-000000000641,FS-000000003,,AC-00001,2026-07-24T08:14:27,APPROACH,APU_EGT,103.0791887826454,C
SR-000000000642,FS-000000003,,AC-00001,2026-07-24T08:14:27,APPROACH,CABIN_ALTITUDE,2381.2773458645984,ft
SR-000000000643,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,EGT,391.0679380899166,C
SR-000000000644,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,N1,32.779965822690215,pct
SR-000000000645,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,N2,51.02300620109189,pct
SR-000000000646,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,FUEL_FLOW,308.7304794222873,kg_h
SR-000000000647,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,OIL_TEMP,75.71527822984376,C
SR-000000000648,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,OIL_PRESSURE,57.57157028464861,psi
SR-000000000649,FS-000000003,EN-000001,AC-00001,2026-07-24T08:17:57,LANDING,VIBRATION,1.2869645810740051,units_0_5
SR-000000000650,FS-000000003,EN-000002,AC-00001,2026-07-24T08:17:57,LANDING,EGT,417.7748367271668,C
