work_order_id,maintenance_event_id,technician_id,fault_code_id,task_card_ref,description,labor_hours,opened_ts,closed_ts,status
WO-000000324,ME-00000182,TC-000014,FC-00003,TC-21-001,Jeu excessif constaté,1.9,2003-05-11T12:58:04,2003-05-11T14:26:11,CLOSED
WO-000000325,ME-00000183,TC-000005,FC-00002,TC-21-001,Corrosion détectée,1.5,2022-05-08T03:05:42,2022-05-08T03:30:39,CLOSED
WO-000000326,ME-00000184,TC-000008,FC-00003,TC-21-001,Jeu excessif constaté,0.5,2010-01-21T00:18:11,2010-01-21T00:47:29,CLOSED
WO-000000327,ME-00000185,TC-000008,FC-00001,TC-21-001,Anomalie structurelle mineure,1.3,2009-07-29T12:20:43,2009-07-29T13:40:41,CLOSED
WO-000000328,ME-00000186,TC-000014,FC-00001,TC-21-001,Anomalie structurelle mineure,3.3,2004-10-18T05:00:07,2004-10-18T06:05:05,CLOSED
WO-000000329,ME-00000187,TC-000010,FC-00003,TC-21-001,Jeu excessif constaté,1.6,2006-05-09T09:54:40,2006-05-09T11:29:28,CLOSED
WO-000000330,ME-00000188,TC-000005,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),,2008-12-25T20:13:23,2008-12-25T21:40:13,CLOSED
WO-000000331,ME-00000189,TC-000004,FC-00002,TC-21-001,Corrosion détectée,7.9,2002-06-28T02:49:34,2002-06-28T10:45:30,CLOSED
WO-000000332,ME-00000190,TC-000015,FC-00002,TC-21-001,Corrosion détectée,0.9,2024-05-12T19:15:25,2024-05-12T20:11:45,CLOSED
WO-000000333,ME-00000191,TC-000007,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),26.7,2004-02-09T00:30:20,2004-02-10T03:12:59,CLOSED
WO-000000334,ME-00000191,TC-000002,,TC-00-002,Tâc,8.7,2004-02-09T00:29:06,2004-02-09T09:10:25,CLOSED
WO-000000335,ME-00000191,TC-000007,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.34,2004-02-09T00:59:34,2004-02-10T10:21:26,CLOSED
WO-000000336,ME-00000191,TC-000007,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),15.1,2004-02-09T01:12:37,2004-02-09T16:20:10,CLOSED
WO-000000337,ME-00000191,TC-000010,,TC-00-005,Tâche de maintenance sans code défaut associé (inspection/investigation générale),16.8,2004-02-09T00:31:47,2004-02-09T17:21:05,CLOSED
WO-000000338,ME-00000191,TC-000002,,TC-00-006,Tâche de maintenance sans code défaut associé (inspection/investigation générale),28.0,2004-02-09T01:35:13,2004-02-10T05:35:50,CLOSED
WO-000000339,ME-00000192,TC-000015,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.4,2014-12-18T12:53:31,2014-12-18T19:16:12,CLOSED
WO-000000340,ME-00000192,TC-000003,,,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.3,2014-12-18T13:24:09,2014-12-18T15:41:09,CLOSED
WO-000000341,ME-00000193,TC-000005,FC-00002,TC-21-001,Corrosion détectée,5.6,2007-08-15T17:24:45,2007-08-15T23:00:58,CLOSED
WO-000000342,ME-00000193,TC-000005,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.3,2007-08-15T17:26:44,2007-08-15T20:43:48,CLOSED
WO-000000343,ME-00000193,TC-000008,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.4,2007-08-15T17:30:54,2007-08-15T19:56:27,CLOSED
WO-000000344,ME-00000194,TC-000006,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.1,2018-12-26T06:29:54,2018-12-26T14:36:47,CLOSED
WO-000000345,ME-00000195,TC-000011,FC-00002,TC-21-001,Corrosion détectée,3.7,2010-05-05T07:40:04,2010-05-05T11:20:24,CLOSED
WO-000000346,ME-00000196,TC-000005,FC-00002,TC-21-001,Corrosion détectée,2.6,2003-11-28T02:15:09,2003-11-28T04:51:59,CLOSED
WO-000000347,ME-00000197,TC-000001,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.7,2025-03-26T13:15:59,2025-03-26T18:55:45,CLOSED
WO-000000348,ME-00000197,TC-000014,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.5,2025-03-26T13:37:27,2025-03-26T19:07:26,CLOSED
WO-000000349,ME-00000198,TC-000013,FC-00003,TC-21-001,Jeu excessif constaté,0.9,2007-06-28T22:53:04,2007-06-28T23:46:55,CLOSED
WO-000000350,ME-00000199,TC-000014,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.3,2021-05-09T01:35:12,2021-05-09T05:51:21,CLOSED
WO-000000351,ME-00000199,TC-000010,,TC-00-002,Tâc,2.5,2021-05-09T02:15:13,2021-05-09T04:44:11,CLOSED
WO-000000352,ME-00000199,TC-000001,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.9,2021-05-09T01:57:27,2021-05-09T06:52:39,CLOSED
WO-000000353,ME-00000200,TC-000002,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.1,2025-11-13T20:06:52,2025-11-14T00:10:06,CLOSED
WO-000000354,ME-00000201,TC-000002,FC-00003,TC-21-001,Jeu excessif constaté,1.8,2020-08-05T23:06:38,2020-08-06T00:53:39,CLOSED
WO-000000355,ME-00000202,TC-000005,FC-00001,TC-21-001,Anomalie structurelle mineure,7.3,2024-09-02T04:28:56,2024-09-02T11:48:57,CLOSED
WO-000000039-DUP0,ME-00000026,TC-000015,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.0,2012-12-02T04:04:37,2012-12-02T12:06:46,CLOSED
