sensor_reading_id,quality_flag
SR-000000001495,DRIFTED
SR-000000001496,NOISE_INJECTED
SR-000000001497,DRIFTED
SR-000000001498,NOISE_INJECTED
SR-000000001499,NOISE_INJECTED
SR-000000001500,NOISE_INJECTED
SR-000000001501,NOISE_INJECTED
SR-000000001502,NOISE_INJECTED
SR-000000001503,NOISE_INJECTED
SR-000000001504,NOISE_INJECTED
SR-000000001505,NOISE_INJECTED
SR-000000001506,NOISE_INJECTED
SR-000000001507,NOISE_INJECTED
SR-000000001508,NOISE_INJECTED
SR-000000001509,NOISE_INJECTED
SR-000000001510,NOISE_INJECTED
SR-000000001511,DRIFTED
SR-000000001512,NOISE_INJECTED
SR-000000001513,DRIFTED
SR-000000001514,NOISE_INJECTED
SR-000000001515,NOISE_INJECTED
SR-000000001516,NOISE_INJECTED
SR-000000001517,NOISE_INJECTED
SR-000000001518,NOISE_INJECTED
SR-000000001519,NOISE_INJECTED
SR-000000001520,NOISE_INJECTED
SR-000000001521,NOISE_INJECTED
SR-000000001522,NOISE_INJECTED
SR-000000001523,NOISE_INJECTED
SR-000000001524,NOISE_INJECTED
SR-000000001525,NOISE_INJECTED
SR-000000001526,NOISE_INJECTED
SR-000000001527,DRIFTED
SR-000000001528,NOISE_INJECTED
SR-000000001529,DRIFTED
SR-000000001530,NOISE_INJECTED
SR-000000001531,NOISE_INJECTED
SR-000000001532,NOISE_INJECTED
SR-000000001533,NOISE_INJECTED
SR-000000001534,NOISE_INJECTED
SR-000000001535,NOISE_INJECTED
SR-000000001536,NOISE_INJECTED
SR-000000001537,NOISE_INJECTED
SR-000000001538,NOISE_INJECTED
SR-000000001539,NOISE_INJECTED
SR-000000001540,NOISE_INJECTED
SR-000000001541,NOISE_INJECTED
SR-000000001542,NOISE_INJECTED
SR-000000001543,DRIFTED
SR-000000001544,NOISE_INJECTED
SR-000000001545,DRIFTED
SR-000000001546,NOISE_INJECTED
SR-000000001547,NOISE_INJECTED
SR-000000001548,NOISE_INJECTED
SR-000000001549,NOISE_INJECTED
SR-000000001550,NOISE_INJECTED
SR-000000001551,NOISE_INJECTED
SR-000000001552,NOISE_INJECTED
SR-000000001553,NOISE_INJECTED
SR-000000001554,NOISE_INJECTED
SR-000000001555,NOISE_INJECTED
SR-000000001556,NOISE_INJECTED
SR-000000001557,NOISE_INJECTED
SR-000000001558,NOISE_INJECTED
SR-000000001559,NOISE_INJECTED
SR-000000001560,DRIFTED
SR-000000001561,NOISE_INJECTED
SR-000000001562,DRIFTED
SR-000000001563,NOISE_INJECTED
SR-000000001564,NOISE_INJECTED
SR-000000001565,NOISE_INJECTED
SR-000000001566,NOISE_INJECTED
SR-000000001567,NOISE_INJECTED
SR-000000001568,NOISE_INJECTED
SR-000000001569,NOISE_INJECTED
SR-000000001570,NOISE_INJECTED
SR-000000001571,NOISE_INJECTED
SR-000000001572,NOISE_INJECTED
SR-000000001573,NOISE_INJECTED
SR-000000001574,NOISE_INJECTED
SR-000000001575,NOISE_INJECTED
SR-000000000858-DUP0,NOISE_INJECTED
